Real-Time Sampling Data	V1	T(Celsius)	V2	P(MPa)	Do_1	Cycle(s)	Ratio	Do_2	Cycle(s)	Ratio	Flow(L/min)
2019_03_27_14_57_49_096	-2.009	-109.91	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_49_208	-2.023	-110.07	0.8655	0.9746	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_49_318	-2.007	-109.88	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_49_425	-1.968	-109.39	0.8679	0.9775	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_49_54	-1.963	-109.33	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_49_649	-1.936	-108.99	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_49_754	-1.929	-108.90	0.8679	0.9775	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_49_867	-1.938	-109.02	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_49_976	-1.968	-109.39	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_50_08	-1.915	-108.74	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_50_19	-1.936	-108.99	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_50_306	-1.968	-109.39	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_50_409	-1.949	-109.16	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_50_52	-1.952	-109.19	0.8655	0.9746	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_50_629	-1.954	-109.22	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_50_743	-1.991	-109.68	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_50_853	-1.989	-109.65	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_50_956	-1.996	-109.74	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_51_068	-2.019	-110.03	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_51_178	-2.035	-110.22	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_51_284	-2.032	-110.19	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_51_398	-2.025	-110.10	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_51_503	-2.048	-110.39	0.8655	0.9746	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_51_615	-2.067	-110.62	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_51_724	-2.053	-110.45	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_51_83	-2.072	-110.68	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_51_944	-2.087	-110.88	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_52_047	-2.101	-111.04	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_52_161	-2.111	-111.17	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_52_272	-2.134	-111.45	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_52_378	-2.145	-111.59	0.8655	0.9746	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_52_491	-2.136	-111.48	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_52_6	-2.173	-111.94	0.8655	0.9746	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_52_712	-2.194	-112.20	0.8679	0.9775	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_52_818	-2.184	-112.08	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_52_924	-2.191	-112.17	0.8655	0.9746	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_53_04	-2.200	-112.27	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_53_145	-2.200	-112.27	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_53_253	-2.191	-112.17	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_53_368	-2.218	-112.50	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_53_479	-2.194	-112.20	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_53_582	-2.209	-112.40	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_53_693	-2.191	-112.17	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_53_802	-2.179	-112.02	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_53_91	-2.168	-111.88	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_54_025	-2.179	-112.02	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_54_129	-2.152	-111.68	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_54_237	-2.134	-111.45	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_54_351	-2.119	-111.27	0.8655	0.9746	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_54_457	-2.113	-111.20	0.8655	0.9746	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_54_571	-2.097	-111.00	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_54_675	-2.103	-111.07	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_54_787	-2.080	-110.79	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_54_898	-2.067	-110.62	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_002	-2.043	-110.33	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_115	-2.048	-110.39	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_225	-2.004	-109.84	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_333	-2.004	-109.84	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_441	-1.978	-109.51	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_549	-1.984	-109.59	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_662	-1.963	-109.33	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_771	-1.973	-109.45	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_878	-1.931	-108.93	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_55_991	-1.931	-108.93	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_56_101	-1.954	-109.22	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_56_206	-1.954	-109.22	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_56_317	-1.931	-108.93	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_56_429	-1.931	-108.93	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_56_535	-1.924	-108.84	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_56_648	-1.957	-109.25	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_56_754	-1.949	-109.16	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_56_862	-1.936	-108.99	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_56_976	-1.965	-109.36	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_57_082	-1.984	-109.59	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_57_193	-1.996	-109.74	0.8679	0.9775	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_57_3	-1.989	-109.65	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_57_411	-2.014	-109.97	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_57_523	-2.014	-109.97	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_57_627	-2.017	-110.00	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_57_736	-2.048	-110.39	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_57_851	-2.041	-110.30	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_57_962	-2.062	-110.56	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_58_067	-2.067	-110.62	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_58_174	-2.085	-110.85	0.8679	0.9775	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_58_288	-2.085	-110.85	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_58_391	-2.083	-110.82	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_58_504	-2.106	-111.11	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_58_618	-2.108	-111.14	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_58_727	-2.108	-111.14	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_58_831	-2.115	-111.23	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_58_945	-2.124	-111.33	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_59_054	-2.129	-111.39	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_59_161	-2.140	-111.53	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_59_272	-2.147	-111.62	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_59_378	-2.161	-111.79	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_59_49	-2.161	-111.79	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_59_602	-2.140	-111.53	0.8679	0.9775	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_59_707	-2.140	-111.53	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_59_817	-2.129	-111.39	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_57_59_925	-2.122	-111.30	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_00_04	-2.115	-111.23	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_00_149	-2.111	-111.17	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_00_259	-2.113	-111.20	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_00_366	-2.108	-111.14	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_00_476	-2.101	-111.04	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_00_586	-2.067	-110.62	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_00_69	-2.090	-110.91	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_00_797	-2.058	-110.51	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_00_915	-2.051	-110.42	0.8630	0.9716	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_01_018	-2.051	-110.42	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_01_128	-2.053	-110.45	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_01_239	-1.991	-109.68	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_01_35	-2.017	-110.00	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_01_456	-2.007	-109.88	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_01_567	-1.959	-109.28	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_01_675	-1.963	-109.33	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_01_783	-1.938	-109.02	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_01_897	-1.970	-109.42	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_003	-1.959	-109.28	0.8655	0.9746	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_117	-1.945	-109.10	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_226	-1.954	-109.22	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_331	-1.984	-109.59	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_443	-2.017	-110.00	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_551	-2.053	-110.45	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_659	-2.129	-111.39	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_773	-2.239	-112.76	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_878	-2.347	-114.11	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_02_986	-2.501	-116.03	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_03_1	-2.660	-118.00	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_03_206	-2.821	-120.00	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_03_315	-3.014	-122.40	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_03_431	-3.191	-124.61	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_03_539	-3.335	-126.40	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_03_65	-3.475	-128.14	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_03_751	-3.595	-129.63	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_03_868	-3.689	-130.80	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_03_975	-3.811	-132.32	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_04_081	-3.829	-132.55	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_04_194	-3.887	-133.26	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_04_298	-3.903	-133.46	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_04_409	-3.936	-133.87	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_04_522	-3.956	-134.13	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_04_629	-3.949	-134.04	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_04_737	-3.977	-134.38	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_04_849	-3.972	-134.32	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_04_956	-3.944	-133.97	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_05_069	-3.965	-134.23	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_05_174	-3.931	-133.81	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_05_287	-3.944	-133.97	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_05_4	-3.951	-134.07	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_05_503	-3.912	-133.58	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_05_616	-3.903	-133.46	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_05_725	-3.892	-133.32	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_05_837	-3.910	-133.55	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_05_943	-3.866	-133.00	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_06_051	-3.873	-133.09	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_06_163	-3.839	-132.67	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_06_273	-3.848	-132.77	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_06_379	-3.837	-132.64	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_06_492	-3.809	-132.29	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_06_601	-3.800	-132.18	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_06_706	-3.795	-132.12	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_06_816	-3.759	-131.67	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_06_925	-3.722	-131.21	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_07_038	-3.733	-131.35	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_07_15	-3.701	-130.95	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_07_254	-3.680	-130.69	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_07_364	-3.691	-130.83	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_07_471	-3.685	-130.76	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_07_58	-3.660	-130.44	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_07_693	-3.608	-129.80	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_07_8	-3.618	-129.92	0.8472	0.9526	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_07_914	-3.597	-129.66	0.8411	0.9453	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_08_022	-3.556	-129.15	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_08_128	-3.569	-129.31	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_08_235	-3.572	-129.34	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_08_347	-3.524	-128.75	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_08_459	-3.512	-128.60	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_08_566	-3.503	-128.49	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_08_68	-3.499	-128.43	0.8447	0.9497	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_08_788	-3.459	-127.95	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_08_898	-3.434	-127.63	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_006	-3.446	-127.78	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_117	-3.397	-127.17	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_224	-3.376	-126.91	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_332	-3.368	-126.81	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_443	-3.350	-126.58	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_55	-3.347	-126.55	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_664	-3.278	-125.68	0.8594	0.9672	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_772	-3.311	-126.09	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_878	-3.278	-125.68	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_09_989	-3.282	-125.74	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_10_097	-3.241	-125.23	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_10_212	-3.218	-124.94	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_10_319	-3.209	-124.83	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_10_424	-3.184	-124.51	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_10_538	-3.179	-124.45	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_10_647	-3.147	-124.06	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_10_753	-3.126	-123.80	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_10_868	-3.110	-123.60	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_10_975	-3.101	-123.48	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_11_086	-3.108	-123.57	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_11_19	-3.048	-122.83	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_11_301	-3.043	-122.77	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_11_414	-3.025	-122.54	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_11_522	-3.007	-122.31	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_11_628	-2.972	-121.89	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_11_742	-2.965	-121.80	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_11_851	-2.947	-121.57	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_11_954	-2.931	-121.37	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_12_07	-2.892	-120.88	0.8472	0.9526	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_12_174	-2.885	-120.79	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_12_287	-2.869	-120.60	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_12_398	-2.839	-120.23	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_12_504	-2.827	-120.08	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_12_613	-2.780	-119.49	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_12_727	-2.761	-119.26	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_12_833	-2.764	-119.29	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_12_946	-2.736	-118.94	0.8447	0.9497	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_13_05	-2.701	-118.52	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_13_159	-2.686	-118.32	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_13_269	-2.660	-118.00	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_13_385	-2.644	-117.80	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_13_491	-2.618	-117.48	0.8569	0.9643	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_13_601	-2.603	-117.29	0.8472	0.9526	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_13_709	-2.559	-116.74	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_13_824	-2.554	-116.68	0.8545	0.9614	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_13_93	-2.524	-116.31	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_14_04	-2.538	-116.48	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_14_148	-2.504	-116.06	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_14_253	-2.483	-115.80	0.8521	0.9584	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_58_14_363	-2.476	-115.71	0.8496	0.9555	1	1.0	0.50	1	1.0	0.50	waiting...
